,index,home_team_total_fifa_points,home_team_fifa_rank,away_team_total_fifa_points,away_team_fifa_rank
3668,21216,1229,97,1008,159
3669,15299,625,40,1019,9
3670,19296,134,164,874,23
3671,21772,1394,56,1201,107
3672,21027,1560,14,1558,16
3673,21214,1621,5,1491,28
3674,23150,1371,63,1402,59
3675,17463,115,163,221,129
3676,17232,1388,4,815,28
3677,17156,255,123,295,107
3678,21908,1617,9,1642,5
3679,18536,190,152,810,29
3680,23860,1229,94,1461,43
3681,23447,1557,21,1350,69
3682,17172,713,29,388,85
3683,17698,173,139,315,103
3684,17373,320,103,246,124
3685,15885,307,112,260,122
3686,17956,686,41,740,37
3687,21368,908,190,1015,158
3688,22025,1155,118,1283,87
3689,21586,1184,111,1395,55
3690,18784,924,17,751,34
3691,16354,542,62,994,13
3692,18781,846,26,1383,2
3693,16776,582,50,550,55
3694,21990,1079,137,1082,135
3695,18955,176,155,157,158
3696,23701,895,192,932,180
3697,14367,481,67,309,104
3698,22863,1477,35,1352,71
3699,23736,1186,105,1423,54
3700,20324,172,150,239,131
3701,20633,1337,71,1663,3
3702,20904,1322,74,1236,99
3703,15871,587,50,389,93
3704,19326,86,182,853,25
3705,20896,1405,53,1335,69
3706,23089,1205,102,1396,61
3707,21370,1515,22,1346,68
3708,21220,1279,85,1286,83
3709,23087,1136,124,1492,34
3710,15937,346,102,170,151
3711,18145,200,140,312,109
3712,23178,1123,130,1357,67
3713,16087,1614,1,913,19
3714,15363,167,150,78,176
3715,19990,588,62,748,38
3716,14983,526,64,269,124
3717,22379,1302,82,1474,36
3718,23460,1349,70,1462,40
3719,21464,1726,2,1622,8
3720,22405,1503,26,1097,134
3721,18731,894,19,851,25
3722,15484,427,86,430,84
3723,22452,1558,20,1180,108
3724,15911,626,40,453,79
3725,14562,139,155,110,165
3726,18051,100,175,285,121
3727,20832,1287,84,1182,113
3728,19498,876,22,1033,18
3729,22466,1233,99,1466,37
3730,15532,625,42,852,21
3731,15557,237,134,333,102
3732,18596,1276,6,591,54
3733,23059,1240,96,1435,46
3734,23809,873,195,962,172
3735,16276,173,148,1037,11
3736,15630,172,147,419,90
3737,22163,1765,1,1589,16
3738,14493,932,14,723,35
3739,23913,1446,48,1342,70
3740,21328,1561,16,1516,21
3741,17920,273,114,468,72
3742,22656,1631,10,1410,54
3743,14682,119,162,435,79
3744,14699,260,122,154,149
3745,23397,1049,150,1512,30
3746,20089,445,73,300,111
3747,15563,124,165,127,163
3748,17759,784,35,201,131
3749,21687,988,166,913,186
3750,22836,1171,109,1329,76
3751,20585,1492,27,1256,93
3752,18141,379,89,545,62
3753,21760,1305,80,1065,144
3754,19542,811,32,1422,4
3755,16363,325,104,607,51
3756,17105,101,164,163,149
3757,20831,1458,36,1248,96
3758,23183,1334,75,1314,77
3759,14515,749,29,287,112
3760,17276,504,64,645,39
3761,16495,48,183,540,61
3762,20400,1182,8,837,27
3763,21333,1433,45,1404,51
3764,21526,1436,46,1174,112
3765,19134,1273,6,1174,9
3766,17601,213,131,112,171
3767,20509,1476,31,1563,14
3768,22322,1344,70,1015,160
3769,15575,107,172,71,181
3770,16182,481,73,774,28
3771,18870,539,61,65,190
3772,16893,134,157,102,164
3773,15374,414,84,361,97
3774,15455,303,113,202,141
3775,16065,410,88,1286,3
3776,21521,1442,45,1491,31
3777,21675,1435,47,890,195
3778,20865,991,165,910,191
3779,21471,1582,15,1569,16
3780,17040,344,93,642,39
3781,20895,1106,135,1322,74
3782,15499,258,127,410,91
3783,20169,729,38,803,31
3784,21386,1044,152,1550,20
3785,14936,1442,1,725,32
3786,22100,1428,49,1479,36
3787,20041,54,185,93,178
3788,17015,261,118,410,74
3789,15579,43,193,237,134
3790,14559,1030,10,955,14
3791,19521,331,100,232,132
3792,22526,1056,148,1457,41
3793,18821,674,39,424,80
3794,22658,1460,39,1256,93
3795,23264,1501,32,933,181
3796,19752,1399,3,521,69
3797,14653,371,92,324,101
3798,16996,723,29,344,93
3799,19703,1045,14,592,61
3800,18238,1207,8,582,57
3801,14852,469,70,1155,6
3802,23820,776,211,1380,63
3803,18115,338,102,128,167
3804,18030,186,149,396,85
3805,23405,1529,28,1127,129
3806,15311,276,122,480,67
3807,19389,805,30,358,91
3808,20530,884,201,932,183
3809,17487,218,131,15,197
3810,21669,1622,9,1576,17
3811,23748,960,175,1062,144
3812,23477,1151,117,1158,114
3813,17981,1013,15,812,29
3814,18250,369,90,339,101
3815,19605,63,185,214,136
3816,16040,618,47,471,75
3817,15692,422,85,486,70
3818,16155,689,37,338,100
3819,22668,1549,21,1475,36
3820,18825,114,174,84,183
3821,18503,329,104,540,63
3822,17650,806,31,597,54
3823,22137,1517,25,1461,40
3824,21771,1381,61,1429,51
3825,20806,1598,8,1733,1
3826,19769,323,102,458,74
3827,21891,1319,77,1186,112
3828,16226,530,67,617,48
3829,14438,481,69,597,47
3830,16082,355,100,366,99
3831,15873,357,101,478,75
3832,16386,1260,3,569,59
3833,19868,931,22,67,184
3834,18400,370,91,288,118
3835,18464,990,16,1373,3
3836,15284,610,47,623,42
3837,20080,561,61,274,118
3838,16686,219,127,371,93
3839,16287,979,16,210,140
3840,18768,301,117,589,52
3841,16456,1514,1,364,97
3842,16565,5,204,242,124
3843,16906,626,46,1137,8
3844,17242,1184,8,974,16
3845,20196,557,58,578,57
3846,16612,311,105,413,87
3847,18184,364,92,163,159
3848,14481,369,92,178,143
3849,18751,815,30,918,18
3850,15136,608,42,140,159
3851,16485,1135,8,1310,2
3852,17446,260,118,527,62
3853,15193,424,83,492,63
3854,20586,1343,69,1476,31
3855,20397,1298,3,571,55
3856,17501,1056,15,691,42
3857,20008,1159,10,256,122
3858,15459,1259,3,287,117
3859,17334,110,162,108,163
3860,16179,730,34,526,68
3861,23441,1252,91,1375,64
3862,22890,1410,54,1153,118
3863,23362,1478,36,1451,45
3864,23714,982,167,1261,90
3865,18384,245,140,463,77
3866,19402,729,38,316,112
3867,17816,989,19,1496,3
3868,20598,1383,57,1189,110
3869,23129,1353,70,1435,47
3870,19047,266,126,144,161
3871,22136,1368,64,1645,6
3872,23275,840,204,907,187
3873,16492,874,19,778,28
3874,20009,94,175,428,80
3875,21679,1212,102,1580,16
3876,14880,210,145,135,156
3877,15751,1033,11,1003,13
3878,20988,1495,27,1575,12
3879,21158,1301,81,1570,13
3880,16641,1018,14,581,53
3881,16288,609,50,1079,10
3882,20088,543,61,465,72
3883,17536,198,138,775,35
3884,23768,1261,90,950,178
3885,23833,1519,29,1443,50
3886,21757,872,202,1253,94
3887,15763,362,99,83,170
3888,21596,912,187,916,185
3889,19443,689,45,435,77
3890,14794,242,132,128,162
3891,14760,373,94,436,79
3892,14467,247,125,651,41
3893,15929,165,147,419,88
3894,15844,485,74,1133,7
3895,15221,126,161,180,147
3896,17696,329,98,241,118
3897,18728,1069,11,846,26
3898,18404,565,57,214,145
3899,22711,1642,7,1570,17
3900,20744,1502,24,1476,32
3901,19316,1240,8,834,27
3902,15411,982,15,763,26
3903,23456,1826,2,1454,43
3904,18367,570,57,510,68
3905,20935,1481,29,1271,88
3906,17535,880,26,763,37
3907,18346,710,40,539,66
3908,15833,824,23,1032,12
3909,15444,439,80,701,34
3910,16136,601,51,413,88
3911,20463,1044,151,1056,148
3912,14588,81,178,205,136
3913,16026,538,63,1614,1
3914,16266,829,24,550,60
3915,15462,1013,12,309,111
3916,18691,1293,5,419,82
3917,18708,918,18,842,27
3918,23791,1118,132,1365,67
3919,15952,634,44,322,110
3920,21958,1338,71,1340,70
3921,16969,223,127,229,126
3922,21654,1463,39,1212,102
3923,14505,305,108,75,178
3924,19471,728,39,412,85
3925,21089,1074,143,1071,147
3926,23046,1475,37,1462,38
3927,17877,940,20,183,145
3928,21799,1454,43,1184,114
3929,21474,1498,27,1086,134
3930,17079,380,81,470,64
3931,23281,1144,122,1146,120
3932,20594,1004,161,1048,150
3933,19837,935,21,467,74
3934,14763,514,63,625,43
3935,21053,1276,87,1482,30
3936,22910,909,188,1216,102
3937,21096,1457,39,1433,43
3938,20406,1198,7,1125,11
3939,20630,1395,55,1632,5
3940,18452,1355,4,1111,9
3941,15792,82,170,36,189
3942,18946,658,43,509,65
3943,21194,1350,68,1479,34
3944,21750,1207,104,912,187
3945,16041,506,67,442,84
3946,17310,945,18,613,46
3947,19001,296,125,301,118
3948,15838,809,27,813,25
3949,22224,1356,65,1185,109
3950,21229,1404,51,1365,62
3951,17184,500,63,987,15
3952,15903,576,53,575,54
3953,20560,1180,113,1320,75
3954,19624,442,76,330,100
3955,15467,629,42,623,44
3956,19654,246,129,432,78
3957,17522,648,48,55,181
3958,15980,242,129,643,42
3959,14261,307,106,111,158
3960,16534,267,121,612,49
3961,21903,1388,58,1395,55
3962,19289,792,34,139,162
3963,22274,1060,148,1204,102
3964,14703,339,102,112,164
3965,15324,366,95,149,153
3966,21439,1481,33,1464,39
3967,19158,206,146,663,40
3968,18703,978,13,477,74
3969,21781,1140,124,997,162
3970,15964,735,35,586,50
3971,23571,1030,155,974,169
3972,23181,1346,72,1274,85
3973,16898,1034,13,1189,4
3974,17365,136,155,206,138
3975,14369,589,50,807,25
3976,14317,298,108,340,95
3977,23638,916,184,960,175
3978,15225,106,168,519,59
3979,15900,892,19,486,73
3980,19457,337,98,1291,7
3981,14590,312,104,425,82
3982,23750,816,208,839,206
3983,14435,655,40,1605,1
3984,22000,1465,39,1661,4
3985,18055,881,23,334,103
3986,15247,174,147,459,72
3987,20464,920,186,924,185
3988,18118,365,92,95,176
3989,16938,339,100,134,157
3990,14684,228,136,5,200
3991,22317,1238,97,1313,76
3992,21148,1327,74,1135,124
3993,14475,95,169,176,144
3994,21331,1299,80,1515,22
3995,15074,907,18,1052,8
3996,22273,1326,74,1347,69
3997,22478,1352,68,967,171
3998,21376,1071,146,1148,121
3999,21431,893,198,1589,13
4000,20444,1955,21,2099,7
4001,17389,665,42,587,52
4002,18529,791,30,353,95
4003,22027,1765,1,1465,39
4004,19259,16,203,139,162
4005,15585,445,81,71,181
4006,17407,291,110,408,80
4007,20825,1428,45,1367,62
4008,22563,843,206,1290,83
4009,22536,1369,63,880,195
4010,19387,765,35,395,83
4011,18212,857,27,1072,11
4012,19403,1263,9,418,83
4013,21122,1559,15,1223,100
4014,21498,1605,11,893,198
4015,19444,1198,10,1365,5
4016,17154,218,134,13,199
4017,20811,862,209,1307,78
4018,14543,114,162,222,133
4019,22725,1648,6,1475,36
4020,22637,1052,149,1301,80
4021,21007,905,194,1474,34
4022,23220,1064,143,946,179
4023,22925,802,209,1516,27
4024,19240,475,73,543,64
4025,15170,517,60,734,30
4026,18270,179,152,253,132
4027,18560,268,133,234,141
4028,22430,988,167,880,196
4029,23125,1674,7,1244,94
4030,23443,972,169,964,172
4031,16585,324,103,192,137
4032,23916,932,180,1040,153
4033,22839,1144,124,1522,25
4034,17554,1080,14,317,105
4035,19627,247,127,286,114
4036,21363,1148,122,1151,120
4037,20225,390,87,95,178
4038,20511,1132,126,972,170
4039,20288,284,114,36,194
4040,19155,865,23,1409,3
4041,15020,493,70,574,52
4042,15194,739,29,623,44
4043,20885,1258,93,1264,91
4044,22019,1430,49,1559,19
4045,14896,148,156,81,181
4046,20641,1364,64,1101,136
4047,23230,1414,56,1403,60
4048,15185,587,49,559,54
4049,21870,1311,79,1140,124
4050,23166,1064,143,946,179
4051,17454,1016,14,835,27
4052,22760,1639,9,1600,15
4053,15665,609,42,606,45
4054,23792,1284,84,1146,119
4055,16939,296,108,220,128
4056,23062,1406,55,1520,27
4057,16454,666,43,490,75
4058,14500,955,12,839,22
4059,15053,767,28,329,105
4060,15889,321,107,488,72
4061,15191,590,48,627,41
4062,17077,437,69,673,33
4063,15015,236,138,210,146
4064,15141,358,95,140,159
4065,22584,967,171,1251,95
4066,23472,1263,89,1182,104
4067,20929,1309,79,1160,118
4068,23284,1161,112,1124,129
4069,18418,209,146,80,181
4070,23904,1331,74,1633,15
4071,16943,357,87,207,133
4072,21814,1039,154,1134,126
4073,15151,339,101,428,81
4074,14288,249,118,146,148
4075,22028,1598,16,1661,4
4076,14279,426,76,1059,8
4077,19271,186,148,229,134
4078,17304,310,103,387,85
4079,22362,844,207,1127,126
4080,17012,648,36,380,81
4081,18334,333,105,586,57
4082,14805,365,97,161,146
4083,18157,198,145,157,161
4084,23263,1451,42,1668,10
4085,18586,191,152,269,132
4086,16954,276,109,374,82
4087,18144,315,108,302,113
4088,20271,635,47,711,38
4089,20328,461,67,1106,11
4090,20395,1430,2,1198,6
4091,22010,1608,12,1602,15
4092,19764,791,32,1022,15
4093,22323,1332,73,983,169
4094,21037,1217,105,1325,74
4095,23588,1308,76,1823,2
4096,21432,1200,108,1558,18
4097,18325,771,34,663,44
4098,22243,914,187,974,170
4099,18252,170,155,650,43
4100,18663,982,12,535,67
4101,16745,623,45,818,23
4102,14770,778,26,436,79
4103,16470,1175,5,1178,4
4104,16306,530,67,339,101
4105,18137,722,36,328,105
4106,22888,1479,34,1049,150
4107,14584,198,137,77,179
4108,16859,913,17,411,81
4109,20852,1189,112,1334,72
4110,17552,678,43,449,78
4111,22605,1542,22,1330,73
4112,18658,516,70,335,101
4113,22774,1325,75,1039,154
4114,23528,1100,135,1065,143
4115,23556,1303,78,1647,12
4116,17033,381,81,475,62
4117,22119,1334,71,1290,85
4118,20277,714,37,726,36
4119,19490,192,139,190,140
4120,14976,236,138,210,146
4121,18319,338,101,583,59
4122,20657,1092,138,1378,58
4123,20145,242,127,375,93
4124,15927,657,35,500,66
4125,22852,1156,117,1383,62
4126,20569,1452,39,1502,23
4127,21880,1248,96,1632,6
4128,16379,1050,10,1159,6
4129,22342,1034,157,1134,125
4130,22185,1424,51,1492,29
4131,17913,48,190,477,71
4132,19814,465,75,661,50
4133,16506,1135,8,634,44
4134,22377,1478,34,951,176
4135,23618,1704,7,1382,60
4136,22101,1265,93,1446,45
4137,18843,749,35,302,121
4138,18136,312,109,200,140
4139,16013,230,134,517,65
4140,18352,291,118,333,105
4141,15461,619,46,1141,6
4142,21059,1435,44,1676,3
4143,23431,1062,143,967,170
4144,19249,610,53,610,54
4145,20072,351,101,476,73
4146,23394,1551,22,1412,57
4147,21206,1737,1,1430,44
4148,21028,1525,19,1483,29
4149,16490,502,69,527,65
4150,16599,298,107,452,77
4151,15475,202,140,266,125
4152,21842,1226,99,1388,58
4153,16370,131,159,84,172
4154,17932,812,29,335,97
4155,17406,602,49,587,52
4156,17277,340,97,417,78
4157,20302,1166,7,947,20
4158,19180,100,179,234,129
4159,17252,558,52,480,69
4160,20021,290,113,131,160
4161,19742,1051,13,916,22
4162,22357,1172,113,1384,61
4163,18532,87,178,138,161
4164,19301,660,49,777,36
4165,21484,1207,105,1209,104
4166,16471,87,170,81,173
4167,19481,236,130,361,90
4168,22216,1523,25,1458,41
4169,20215,332,101,398,86
4170,21435,1286,84,1333,71
4171,23700,1243,93,1454,45
4172,15424,528,59,177,147
4173,22661,1523,23,1374,62
4174,18172,1288,5,1232,7
4175,14538,597,47,1024,10
4176,19871,147,156,631,57
4177,15081,74,183,341,100
4178,17049,527,51,329,98
4179,18317,132,166,150,160
4180,16341,695,37,829,24
4181,23037,1028,158,906,189
4182,22099,1468,38,1505,27
4183,16666,1083,12,555,61
4184,19602,234,131,287,113
4185,14463,371,91,489,66
4186,15778,277,118,415,86
4187,19211,713,36,742,33
4188,21956,1289,84,1220,101
4189,18990,1160,10,239,137
4190,19495,236,129,245,128
4191,19789,600,59,696,44
4192,22544,1060,147,977,170
4193,18807,322,117,109,176
4194,14900,576,51,341,99
4195,15359,332,103,84,174
4196,16304,452,78,467,77
4197,19074,663,40,438,81
4198,18411,198,148,168,154
4199,23917,895,192,1105,135
4200,14756,264,120,404,85
4201,17269,919,20,683,36
4202,16937,375,92,193,139
4203,17906,1185,6,893,24
4204,19819,327,103,1088,13
4205,21973,1075,139,1325,75
4206,23108,1608,17,1462,38
4207,17960,95,173,355,91
4208,20667,1247,94,1383,57
4209,16425,812,25,591,56
4210,23765,1378,64,1073,141
4211,17642,315,103,218,125
4212,16395,491,74,528,68
4213,15541,183,143,127,163
4214,21541,1548,22,1637,5
4215,17990,426,78,535,63
4216,18585,1364,2,558,61
4217,15693,110,164,412,87
4218,21025,981,169,1022,156
4219,15895,509,64,287,115
4220,15238,323,107,445,75
4221,17256,1174,9,431,75
4222,21971,1500,28,1075,139
4223,18549,147,167,116,174
4224,17783,99,173,716,41
4225,23903,1378,64,1658,9
4226,22018,919,184,1079,137
4227,16687,494,70,741,34
4228,16913,546,57,1073,11
4229,16764,750,33,499,67
4230,18540,855,23,180,156
4231,14640,350,96,276,113
4232,15237,1120,7,728,29
4233,19831,191,144,1386,3
4234,14927,498,68,526,64
4235,21728,1327,72,1277,86
4236,16024,444,82,451,80
4237,14944,867,20,635,41
4238,16617,439,81,421,85
4239,15453,334,104,706,33
4240,23523,1391,59,1269,86
4241,22831,1147,123,1327,77
4242,14715,228,136,304,112
4243,14740,625,43,458,71
4244,21066,1440,43,1582,11
4245,22015,1365,64,959,175
4246,15944,345,101,322,110
4247,21134,1419,51,1124,127
4248,14783,240,133,387,92
4249,21625,1175,114,1265,90
4250,21307,1404,51,1423,50
4251,14563,27,190,276,112
4252,16960,376,79,332,99
4253,18932,348,96,328,103
4254,14377,387,84,936,14
4255,18636,851,24,851,25
4256,15775,330,106,134,158
4257,15734,555,56,277,118
4258,21883,1080,136,1490,32
4259,21192,943,180,1496,25
4260,14869,143,153,131,160
4261,22796,1161,117,1168,111
4262,20075,121,162,909,22
4263,19981,109,170,281,113
4264,20604,1423,46,1550,15
4265,18950,212,145,677,41
4266,18398,718,39,408,84
4267,15409,694,35,321,107
4268,18674,1328,3,637,44
4269,22344,1112,130,1115,128
4270,18618,516,70,434,80
4271,20878,1236,99,888,199
4272,17901,180,147,788,31
4273,23350,1262,89,1397,60
4274,17401,307,106,522,64
4275,21252,1365,62,1516,21
4276,18492,375,89,340,99
4277,22809,1629,11,1341,69
4278,17085,341,96,529,58
4279,18490,1355,4,999,14
4280,14454,855,21,1142,6
4281,18276,280,121,364,92
4282,16886,626,46,1063,12
4283,22670,1641,8,1569,19
4284,17423,286,112,760,33
4285,22662,1598,16,1514,24
4286,23660,1001,159,903,188
4287,22051,1368,64,811,210
4288,22242,890,195,930,181
4289,14442,1000,11,1057,9
4290,22956,1093,135,1238,97
4291,20554,1444,40,1384,58
4292,18652,828,29,575,54
4293,15818,260,122,310,111
4294,17636,115,169,207,135
4295,22033,1213,102,1202,104
4296,23164,840,204,1030,156
4297,15186,979,14,1236,4
4298,19330,16,203,684,42
4299,19119,1230,8,306,116
4300,22484,1606,13,1555,20
4301,16778,302,103,455,75
4302,18734,982,12,735,35
4303,14546,381,90,307,107
4304,18409,440,80,253,139
4305,21163,1457,39,1734,2
4306,17595,209,134,517,66
4307,19060,48,194,40,196
4308,21811,1391,57,1008,159
4309,14941,289,115,602,46
4310,18260,196,146,1364,4
4311,21662,1584,14,1604,11
4312,23373,1529,28,1117,132
4313,21905,885,195,1129,127
4314,20133,1108,12,605,53
4315,19585,190,140,303,115
4316,16232,518,69,735,32
4317,21077,1425,48,1560,14
4318,18965,1057,15,381,88
4319,19247,610,53,726,35
4320,16269,695,37,376,93
4321,14688,181,142,87,174
4322,23653,1723,6,1765,4
4323,21404,954,176,1226,101
4324,23845,1035,154,1262,89
4325,18239,363,93,332,103
4326,20386,649,45,1018,14
4327,22232,1329,74,1225,99
4328,18511,593,51,615,46
4329,14255,179,141,56,183
4330,19861,1249,6,749,37
4331,22080,1712,3,1324,75
4332,21051,1427,46,1631,5
4333,14574,350,96,170,146
4334,17202,525,59,222,132
4335,21138,1586,10,1484,29
4336,20228,1038,17,1052,15
4337,16922,1299,2,857,22
4338,21580,1395,56,1088,133
4339,20903,1436,41,1196,109
4340,16669,728,38,553,62
4341,20813,1594,9,1476,32
4342,20759,1550,15,1732,2
4343,18459,463,77,245,140
4344,22221,1439,47,1489,30
4345,15874,224,133,1019,14
4346,17292,368,88,329,101
4347,19614,442,76,318,103
4348,20841,1573,12,1549,16
4349,15809,80,174,159,153
4350,16833,794,28,1042,11
4351,23711,1584,20,1284,84
4352,17284,233,126,480,68
4353,20318,775,31,880,24
4354,21850,1429,50,1642,5
4355,22747,1686,4,1609,12
4356,19140,1271,7,790,31
4357,21060,1412,52,1222,101
4358,16999,470,64,364,87
4359,19388,333,98,109,173
4360,15474,166,151,275,122
4361,22788,1051,150,1280,87
4362,20381,543,57,837,27
4363,20413,1558,1,879,24
4364,14550,225,132,163,148
4365,20316,1008,15,734,34
4366,17703,991,18,1100,13
4367,22738,1598,16,1458,40
4368,21016,1363,65,994,164
4369,21605,977,173,888,198
4370,14868,287,117,404,90
4371,22559,829,207,1341,69
4372,17918,154,160,774,33
4373,18235,292,115,177,154
4374,18971,501,67,820,28
4375,17147,403,81,935,18
4376,16432,324,105,306,109
4377,20739,1071,144,1191,110
4378,17330,521,60,421,77
4379,21350,1077,140,1026,155
4380,20781,923,186,1071,144
4381,23599,1828,1,1418,56
4382,15472,573,54,1196,5
4383,14352,271,112,227,126
4384,19380,186,148,231,133
4385,19914,919,21,698,46
4386,21351,1151,120,1278,85
4387,23152,1416,51,1358,68
4388,22261,1439,47,1486,33
4389,19174,130,166,157,156
4390,16895,1073,11,893,19
4391,23870,1423,54,1186,105
4392,16281,800,25,255,123
4393,22611,989,167,923,181
4394,16868,1137,8,1063,12
4395,20962,1327,73,1061,149
4396,18836,181,156,848,26
4397,14331,590,49,221,127
4398,18720,238,142,319,107
4399,18614,878,22,260,137
4400,17422,947,18,587,52
4401,20686,1337,71,1272,89
4402,14784,589,50,290,116
4403,22741,1500,30,1511,27
4404,21671,1394,56,1395,55
4405,15158,347,100,119,166
4406,18278,408,83,920,21
4407,23135,1310,80,940,180
4408,20525,1327,74,1224,101
4409,19307,818,30,538,65
4410,17867,665,43,827,27
4411,22874,1418,53,1439,45
4412,22418,1488,31,1066,146
4413,19747,896,23,714,40
4414,22823,1147,121,1156,117
4415,19590,580,64,159,156
4416,20960,1374,60,1119,128
4417,17780,801,32,898,25
4418,14986,590,49,540,62
4419,15807,106,164,98,167
4420,16242,339,101,282,118
4421,17155,875,23,302,105
4422,22696,1631,10,1783,1
4423,20802,954,177,1045,152
4424,19083,739,36,404,88
4425,16245,347,99,518,69
4426,15297,339,101,384,91
4427,21753,1174,115,1490,31
4428,20137,65,186,133,158
4429,16213,240,131,282,118
4430,14804,468,71,439,79
4431,15356,167,150,45,185
4432,15068,601,43,818,25
4433,18835,528,64,343,104
4434,14319,250,117,874,19
4435,18351,586,57,580,60
4436,17666,807,29,512,70
4437,20465,924,185,912,190
4438,23487,1228,95,1251,91
4439,14587,340,98,274,114
4440,21631,1280,85,1047,153
4441,20227,161,150,63,188
4442,17772,1100,13,1229,7
4443,16635,851,24,439,81
4444,22586,1352,68,963,174
4445,17716,374,88,161,141
4446,23672,792,210,916,184
4447,18373,517,64,99,177
4448,21935,1371,61,1286,86
4449,22461,1531,23,1614,12
4450,18755,894,19,842,27
4451,23319,1431,51,1307,78
4452,20399,985,16,520,61
4453,21281,1365,62,1335,72
4454,15078,601,43,734,32
4455,18514,641,43,1254,6
4456,17822,371,89,290,109
4457,20047,622,55,560,60
4458,21719,1191,109,933,179
4459,19033,33,197,80,183
4460,20449,2164,2,2036,12
4461,21162,974,171,1099,134
4462,20713,1245,96,1247,94
4463,15190,249,130,149,153
4464,20179,478,71,240,128
4465,17961,335,97,193,141
4466,16543,874,19,568,56
4467,14354,674,37,791,28
4468,23131,1151,120,1406,55
4469,19548,1511,3,1422,4
4470,23337,1512,29,1307,78
4471,14630,1043,8,574,55
4472,21787,1155,123,1055,147
4473,20720,1187,111,1351,66
4474,16911,639,44,1174,5
4475,19547,811,32,681,48
4476,21699,1493,29,1462,40
4477,15821,329,105,584,51
4478,19898,1102,12,1190,10
4479,16976,915,20,511,53
4480,20854,1020,157,1320,74
4481,22455,1413,53,1267,89
4482,21711,1431,49,1059,148
4483,17273,340,99,860,24
4484,19104,562,60,741,35
4485,16256,870,21,688,39
4486,19053,231,136,93,179
4487,18948,912,20,1020,16
4488,23324,1211,98,1441,48
4489,18516,1233,7,1505,1
4490,21036,1257,94,1136,122
4491,23146,1418,50,1445,43
4492,19537,248,127,449,75
4493,18600,250,139,688,39
4494,23548,1152,116,1151,117
4495,17414,522,64,527,62
4496,17400,328,100,346,93
4497,21353,1198,108,1501,25
4498,18442,298,113,283,121
4499,19966,749,36,576,63
4500,15205,209,138,1604,1
4501,16805,877,19,794,28
4502,15266,260,128,366,95
4503,19673,1604,1,791,32
4504,22410,1283,85,1348,69
4505,17547,224,126,1770,1
4506,22972,1450,43,880,194
4507,18722,924,17,666,42
4508,21184,1607,7,1554,16
4509,19041,48,194,106,175
4510,20458,1005,160,940,181
4511,19822,736,40,288,113
4512,14872,298,111,135,156
4513,21286,964,174,1118,129
4514,23098,1028,158,846,205
4515,19159,720,38,307,115
4516,19597,838,26,330,100
4517,15070,692,36,880,20
4518,14839,240,133,344,101
4519,22976,1334,75,1264,91
4520,20718,913,189,1325,73
4521,22442,1502,27,906,190
4522,16630,440,79,538,66
4523,14873,143,153,95,174
4524,16946,213,131,339,95
4525,15051,142,157,151,154
4526,23454,1750,5,1607,16
4527,21615,1169,116,1261,92
4528,21240,1468,36,1396,55
4529,20237,1228,6,553,59
4530,15709,787,26,807,25
4531,15549,1349,3,994,13
4532,20881,1258,93,1196,109
4533,17425,713,37,733,35
4534,16169,641,43,689,37
4535,18050,787,30,1195,8
4536,18518,617,45,705,40
4537,18534,379,91,201,148
4538,18912,588,51,378,91
4539,14970,131,161,144,158
4540,22608,1341,69,1129,128
4541,18305,337,101,377,91
4542,20614,1076,143,1144,122
4543,15970,674,37,533,62
4544,17108,449,69,249,124
4545,21955,1353,67,1070,141
4546,22878,1405,55,1483,33
4547,17224,412,79,246,124
4548,14856,52,189,279,119
4549,20173,384,91,398,86
4550,22290,1243,95,1263,92
4551,20574,1563,14,1574,11
4552,20597,955,175,1003,162
4553,17889,347,94,127,164
4554,17223,340,97,296,108
4555,16755,503,66,710,39
4556,22145,1628,8,1744,2
4557,17578,209,136,594,56
4558,15036,497,69,380,88
4559,16878,1073,11,857,22
4560,19854,848,26,714,41
4561,18124,919,20,1227,5
4562,18613,293,121,565,58
4563,15321,310,111,713,31
4564,23272,1161,111,1053,147
4565,17360,206,138,230,128
4566,16853,558,56,334,101
4567,16486,455,82,457,81
4568,17332,486,67,265,118
4569,15273,470,70,348,100
4570,19411,861,23,629,58
4571,20362,945,20,837,27
4572,23461,1638,14,1379,63
4573,15627,520,61,485,71
4574,22926,1418,53,1342,72
4575,21867,955,176,1386,59
4576,16440,287,115,562,60
4577,22770,1686,4,1631,10
4578,17392,318,102,338,96
4579,15922,366,97,485,74
4580,15239,332,102,209,137
4581,22482,1178,106,1151,121
4582,22535,1123,129,1157,118
4583,17828,436,76,328,103
4584,17676,503,71,124,160
4585,22387,1155,117,1558,20
4586,21565,1084,135,1481,33
4587,16357,773,28,993,14
4588,17148,265,119,275,117
4589,18684,978,13,622,48
4590,20970,1113,130,1589,10
4591,14866,635,42,538,63
4592,16735,124,153,72,173
4593,18922,916,19,1283,6
4594,22066,1428,49,1265,93
4595,20338,785,29,681,42
4596,18855,630,44,348,102
4597,14544,473,68,1144,5
4598,16364,610,50,457,81
4599,21132,915,187,903,194
4600,14950,439,78,342,98
4601,22997,1634,13,1405,55
4602,14282,430,75,198,133
4603,15888,265,118,427,85
4604,20621,1729,1,1598,8
4605,19224,298,111,140,163
4606,18150,916,21,848,25
4607,17685,256,116,130,155
4608,20177,332,101,181,147
4609,14934,513,65,716,34
4610,18985,685,38,942,18
4611,15127,1052,8,1456,1
