,index,home_team_total_fifa_points,home_team_fifa_rank,away_team_total_fifa_points,away_team_fifa_rank
1852,18829,560,55,340,105
1853,14947,476,72,321,106
1854,16936,1299,2,1174,5
1855,17941,333,98,588,56
1856,17757,737,39,512,70
1857,16761,442,80,582,50
1858,17964,764,34,403,81
1859,19815,175,151,29,197
1860,23648,1658,9,1504,30
1861,19502,112,173,855,25
1862,20958,1159,117,979,170
1863,18951,860,24,572,57
1864,20494,1455,38,1410,49
1865,20466,1004,161,884,201
1866,18057,199,142,1004,14
1867,15103,1019,9,995,10
1868,23547,1149,118,1158,114
1869,23376,1478,36,1131,125
1870,22955,1147,121,1171,109
1871,14738,256,124,788,24
1872,16668,148,154,115,164
1873,21887,1001,160,986,168
1874,18765,263,135,436,79
1875,19588,128,163,84,181
1876,21396,1201,107,1075,137
1877,18621,562,59,677,40
1878,18298,245,134,267,128
1879,14531,286,113,181,139
1880,15114,952,15,975,13
1881,18071,600,52,639,48
1882,20751,1619,5,1506,23
1883,19235,329,103,713,36
1884,19975,539,67,265,119
1885,22391,1521,24,1411,55
1886,17318,546,56,250,122
1887,17834,436,76,374,88
1888,14901,260,129,420,81
1889,21997,1490,32,1446,45
1890,21346,1433,45,1335,72
1891,22781,1629,11,1201,103
1892,17307,285,112,360,93
1893,22098,1452,44,1483,34
1894,16200,171,149,369,97
1895,20941,1481,29,1295,82
1896,16998,62,182,181,142
1897,23838,911,186,1117,133
1898,16707,39,185,102,160
1899,22289,1269,88,1367,64
1900,21664,933,179,1560,18
1901,15698,573,52,389,92
1902,14996,1189,5,720,33
1903,23356,1437,50,1397,60
1904,15375,324,106,719,32
1905,16773,818,23,794,25
1906,22648,1330,73,964,173
1907,20820,1000,162,887,200
1908,18045,1043,12,34,196
1909,22459,1521,24,1142,122
1910,15300,717,30,375,94
1911,14676,228,136,297,114
1912,18371,570,55,402,85
1913,18888,883,21,507,69
1914,16829,1082,10,631,44
1915,14348,104,165,78,177
1916,20274,947,20,461,67
1917,20250,875,25,816,30
1918,16002,408,89,446,81
1919,21467,1461,41,1381,61
1920,22712,1606,13,1505,29
1921,14876,210,145,298,111
1922,17584,1190,7,761,38
1923,17900,458,75,686,41
1924,20409,617,48,908,22
1925,17110,332,99,645,34
1926,22022,1507,26,1475,37
1927,14404,78,177,179,141
1928,19311,488,71,900,21
1929,16933,389,86,65,181
1930,22109,1413,53,959,175
1931,22764,1742,3,1511,27
1932,23225,1135,126,1525,27
1933,15681,275,119,384,92
1934,16203,173,148,1098,8
1935,21927,1613,11,986,168
1936,21852,1249,95,1049,151
1937,22797,1542,22,1162,115
1938,22376,1617,11,1224,100
1939,22122,1539,24,1642,7
1940,22614,1321,78,1036,156
1941,18603,93,180,786,32
1942,21434,1497,28,1617,9
1943,22913,1606,17,1284,83
1944,22269,1345,69,1273,90
1945,23151,1643,13,1438,44
1946,20216,1609,1,1489,2
1947,21558,988,170,1188,109
1948,20163,530,63,1489,2
1949,23676,1547,25,1463,41
1950,14710,304,112,297,114
1951,18497,575,56,279,123
1952,18927,634,47,389,85
1953,20470,1242,96,888,200
1954,20672,1448,39,1606,7
1955,21125,1482,32,1229,97
1956,18773,68,186,116,173
1957,23414,1332,76,1462,40
1958,23587,1563,22,1440,50
1959,21734,1551,19,1639,6
1960,23887,1127,129,1243,93
1961,21450,1188,109,1315,77
1962,14809,996,12,819,23
1963,18246,743,35,646,45
1964,22933,1449,44,1658,9
1965,17846,222,129,620,50
1966,21110,1071,147,1122,128
1967,17686,96,174,99,173
1968,21303,1501,25,1365,62
1969,22569,1686,4,1449,43
1970,17014,941,17,1099,12
1971,16008,118,168,134,165
1972,14437,181,139,389,88
1973,19650,676,48,398,83
1974,17287,348,96,8,202
1975,23583,1549,23,1218,98
1976,19209,216,138,467,75
1977,16050,505,67,233,131
1978,15328,728,29,583,52
1979,17962,66,180,251,121
1980,18183,637,46,759,33
1981,18986,602,50,839,26
1982,15255,283,118,682,34
1983,21874,1265,92,1155,123
1984,20965,981,169,1036,154
1985,14968,815,22,130,163
1986,18473,844,27,983,17
1987,17434,328,100,338,96
1988,22009,1636,8,1537,24
1989,23097,1536,23,1484,35
1990,18680,210,148,374,92
1991,20235,1128,11,1026,18
1992,23262,1633,14,1350,70
1993,18629,924,17,659,43
1994,18592,53,191,127,170
1995,17858,193,140,345,94
1996,23165,1161,113,1254,90
1997,19358,265,125,81,184
1998,15466,1611,1,1010,13
1999,18702,1256,7,622,48
2000,17222,368,88,168,148
2001,16689,331,99,307,106
2002,22472,964,173,1052,149
2003,16927,913,17,1299,2
2004,20764,911,190,1222,101
2005,15342,278,120,348,100
2006,20577,1284,86,1315,76
2007,18365,510,68,827,28
2008,16970,375,84,263,115
2009,18853,553,56,386,87
2010,15244,843,22,1216,5
2011,23015,1406,56,1520,26
2012,23615,1437,52,1375,64
2013,21423,1610,10,1583,14
2014,16207,255,123,7,205
2015,16616,229,124,161,145
2016,18504,128,166,44,195
2017,15490,443,82,296,119
2018,21085,908,190,1060,148
2019,16525,609,51,859,23
2020,23649,1356,68,1138,123
2021,19136,971,18,852,24
2022,23047,1397,60,1262,89
2023,22935,1423,50,1334,74
2024,15260,290,116,616,45
2025,19063,513,70,272,123
2026,21989,1365,64,1409,54
2027,19390,909,19,361,90
2028,21254,1322,75,1260,92
2029,19910,316,107,72,182
2030,23051,912,185,1393,62
2031,17706,195,133,589,57
2032,16298,397,88,338,102
2033,21168,1206,106,932,182
2034,16524,900,18,633,46
2035,20743,1635,4,1594,9
2036,20376,486,63,417,78
2037,17215,68,176,76,174
2038,18999,357,95,912,20
2039,17544,1348,6,1056,15
2040,23595,1511,30,1471,40
2041,18033,4,206,224,135
2042,16081,156,153,886,21
2043,16956,207,133,357,87
2044,14362,198,133,284,110
2045,18233,871,26,244,135
2046,18079,198,142,935,18
2047,16171,325,102,252,127
2048,21283,1365,62,1210,103
2049,19687,1022,15,532,68
2050,16955,339,95,213,131
2051,18650,941,16,1149,9
2052,23685,1553,23,1443,50
2053,15793,573,52,389,92
2054,16781,577,53,418,82
2055,20611,1181,112,1322,74
2056,20871,1176,114,1224,100
2057,16580,280,117,217,130
2058,15849,142,157,318,108
2059,18701,473,75,465,76
2060,20980,1343,71,1112,131
2061,16218,301,114,176,145
2062,16854,480,68,1484,1
2063,20117,405,85,521,64
2064,15546,127,163,71,180
2065,22639,1040,153,1258,92
2066,17438,594,50,872,22
2067,18392,861,25,617,45
2068,19204,121,172,640,48
2069,14838,258,125,271,120
2070,22319,1502,27,1465,38
2071,16502,71,177,313,105
2072,21440,972,174,1331,74
2073,18165,267,128,476,71
2074,23244,1218,99,1123,130
2075,23076,1053,149,1177,108
2076,18277,1050,12,1288,5
2077,22142,1457,41,1773,1
2078,21461,956,175,1106,129
2079,23200,1400,61,1145,121
2080,14548,324,101,625,42
2081,17458,328,100,487,69
2082,15864,849,21,626,40
2083,23227,1047,150,1478,36
2084,17426,588,51,408,80
2085,14917,1114,8,573,54
2086,18805,768,34,348,102
2087,23539,1263,89,1075,141
2088,16905,1103,9,1147,7
2089,21438,1394,57,1403,54
2090,16825,1209,4,738,35
2091,20307,988,16,635,46
2092,15668,275,119,364,98
2093,18267,884,23,923,19
2094,22545,1091,135,990,165
2095,18446,392,86,506,67
2096,21155,1279,85,1152,121
2097,23446,1233,95,1333,75
2098,15408,607,48,284,118
2099,22244,1503,27,1625,11
2100,16981,306,103,464,65
2101,18757,390,87,589,52
2102,17701,8,204,377,87
2103,19090,618,47,450,79
2104,18795,390,84,340,107
2105,19701,333,99,611,58
2106,19004,643,45,573,56
2107,17555,608,55,701,41
2108,14985,1068,10,862,21
2109,19890,182,148,191,144
2110,20267,298,109,282,115
2111,17881,1012,16,153,160
2112,14663,451,73,232,130
2113,18687,1181,8,359,94
2114,18016,360,95,192,147
2115,20269,194,142,36,194
2116,20368,307,106,175,147
2117,22849,1462,41,1594,18
2118,17586,137,153,92,167
2119,20959,963,174,952,176
2120,21736,1603,12,1316,77
2121,23570,955,176,903,189
2122,20335,286,113,194,142
2123,16705,181,139,40,184
2124,15956,345,101,275,120
2125,14520,866,20,1131,7
2126,16427,1016,12,142,156
2127,20118,791,33,359,98
2128,19287,1199,9,1533,2
2129,17119,637,38,812,28
2130,20572,876,203,1286,85
2131,14560,11,195,248,127
2132,19534,547,65,335,99
2133,14844,585,51,329,103
2134,19215,610,54,475,73
2135,16173,865,22,601,51
2136,23898,1174,106,1053,147
2137,15268,990,13,257,129
2138,14875,135,156,132,158
2139,20659,1245,96,1196,109
2140,16710,362,93,128,154
2141,16637,700,41,851,24
2142,16759,1038,12,265,112
2143,20043,300,111,193,142
2144,16325,481,73,838,23
2145,15817,153,152,97,171
2146,18676,150,163,115,174
2147,21693,1370,65,1614,10
2148,20475,1392,55,1416,47
2149,15640,252,130,696,34
2150,17715,941,21,59,187
2151,23387,1127,129,1561,20
2152,20719,1023,155,1289,84
2153,16925,241,123,133,159
2154,23291,1314,77,1517,28
2155,19600,1002,16,442,76
2156,18899,424,80,560,55
2157,20534,872,204,1332,72
2158,15580,333,102,255,128
2159,23810,1674,8,1500,33
2160,18996,273,130,622,48
2161,19908,241,130,109,172
2162,14304,311,103,372,87
2163,18984,154,161,773,31
2164,22059,1461,40,1544,22
2165,21864,1336,73,911,189
2166,20115,747,39,651,51
2167,20218,637,50,796,32
2168,19478,287,117,185,144
2169,19785,592,61,399,83
2170,17362,182,144,201,140
2171,18638,260,136,631,45
2172,17980,241,125,453,76
2173,22547,1331,72,1104,133
2174,16889,1103,9,762,28
2175,14359,103,166,259,116
2176,17238,168,148,108,163
2177,14608,225,132,163,148
2178,15242,387,89,1174,6
2179,16340,468,76,650,42
2180,18710,768,33,735,35
2181,17523,1130,11,838,31
2182,16663,917,18,1121,10
2183,15440,133,160,126,162
2184,19977,745,39,1033,17
2185,18426,353,95,791,30
2186,22111,1093,131,1282,87
2187,15653,696,34,428,84
2188,20109,625,55,569,59
2189,16903,762,28,1090,10
2190,17214,84,169,193,143
2191,20792,1432,42,1401,53
2192,22312,998,163,1140,123
2193,16596,324,103,314,105
2194,21002,976,171,916,187
2195,18488,135,164,319,106
2196,18892,336,113,539,61
2197,15762,255,127,591,47
2198,14346,379,85,805,26
2199,17151,239,127,1228,8
2200,14878,143,153,113,166
2201,17566,338,99,325,101
2202,15402,186,145,629,42
2203,15289,471,69,267,126
2204,18321,86,179,60,188
2205,15705,460,74,486,70
2206,20684,1634,4,1189,110
2207,19030,539,62,658,43
2208,20971,1018,158,1001,161
2209,15815,128,164,327,106
2210,18700,302,115,301,117
2211,14924,590,49,222,142
2212,17939,365,90,940,20
2213,21865,895,193,856,206
2214,17725,345,95,238,119
2215,15725,371,97,787,26
2216,15439,500,66,515,61
2217,17995,123,168,245,131
2218,19323,1113,14,325,107
2219,19336,850,26,139,162
2220,18659,302,115,319,107
2221,22898,1507,29,1238,96
2222,17914,730,39,1208,5
2223,17349,133,156,207,137
2224,20556,1459,36,1490,28
2225,18040,407,80,916,21
2226,21156,986,168,900,195
2227,22715,1301,80,879,197
2228,20015,282,115,17,199
2229,23759,1519,29,1526,28
2230,17314,1063,11,604,48
2231,19181,234,129,100,179
2232,20989,1451,38,1374,60
2233,23039,1494,31,1563,19
2234,15544,168,148,172,147
2235,19124,226,140,207,145
2236,23512,1133,126,1173,107
2237,19778,228,135,582,63
2238,15506,124,165,51,187
2239,23278,1525,27,1260,87
2240,19842,553,65,809,31
2241,22782,1686,4,1642,7
2242,16180,594,55,1037,11
2243,15332,541,57,15,199
2244,17752,251,117,303,105
2245,15399,149,155,311,110
2246,19621,234,131,503,71
2247,15796,187,145,94,168
2248,18262,127,171,495,67
2249,16837,1114,9,265,112
2250,16563,280,117,9,201
2251,14356,655,39,645,41
2252,22566,1523,23,1475,36
2253,19587,90,177,88,179
2254,17682,115,166,88,177
2255,17316,558,52,359,94
2256,14938,217,145,331,102
2257,18671,73,184,56,191
2258,23095,1434,49,1415,52
2259,23286,1250,92,1349,71
2260,21740,875,201,981,170
2261,23355,1095,135,1298,81
2262,17055,650,35,1506,3
2263,15048,518,62,952,15
2264,16315,291,116,314,108
2265,18571,35,196,127,170
2266,16191,422,85,279,119
2267,20880,1196,109,1264,91
2268,21295,1260,92,954,177
2269,21157,1240,96,1481,33
2270,17174,304,104,356,90
2271,15214,106,168,180,147
2272,16017,791,30,1065,10
2273,21234,1557,18,961,175
2274,23134,1658,10,1504,29
2275,17809,1392,5,382,85
2276,15915,157,151,422,87
2277,15055,294,116,498,68
2278,23740,776,211,971,169
2279,17864,223,130,254,118
2280,14439,471,72,792,25
2281,16422,824,23,199,142
2282,14855,112,168,532,64
2283,17067,407,75,492,58
2284,18884,570,54,359,96
2285,17353,228,129,128,157
2286,14826,125,163,116,166
2287,20207,242,127,441,75
2288,20285,245,126,423,75
2289,16765,934,16,550,55
2290,21076,926,182,1591,9
2291,18316,193,150,44,194
2292,18056,659,47,299,114
2293,15058,422,83,278,122
2294,15308,616,44,328,105
2295,15907,408,89,11,204
2296,20612,1729,1,1461,36
2297,22181,1439,47,1461,39
2298,18078,297,116,1160,10
2299,17068,371,86,491,59
2300,20230,48,189,133,158
2301,20992,1425,48,1427,46
2302,22157,959,175,1368,64
2303,17795,1392,5,497,72
2304,20122,275,117,100,173
2305,17895,453,76,89,175
2306,22197,1503,27,1317,77
2307,22337,1460,40,1559,19
2308,14491,558,55,374,90
2309,16877,641,43,639,44
2310,22194,1636,8,1476,35
2311,22231,1238,97,1314,79
2312,14704,105,166,181,142
2313,16009,287,119,1008,15
2314,15583,318,110,38,194
2315,15204,1212,5,560,54
2316,15878,775,30,246,126
2317,17842,748,34,436,76
2318,18359,586,57,950,19
2319,21509,1045,151,1075,137
2320,16770,226,122,227,122
2321,22008,879,196,824,209
2322,21426,1401,55,1442,45
2323,22845,1083,136,880,194
2324,19799,666,46,1589,2
2325,23077,1674,7,1445,43
2326,19942,237,127,331,103
2327,17420,464,71,318,102
2328,14894,578,51,4,202
2329,21326,1681,3,1582,11
2330,21141,1567,14,943,180
2331,23720,1342,70,1446,48
2332,18893,491,71,348,101
2333,23361,1117,132,1262,89
2334,14984,270,123,321,106
2335,23613,1424,54,1465,41
2336,20472,1430,44,1468,35
2337,20359,908,22,623,47
2338,20994,1614,6,1482,30
2339,20647,1540,17,1568,12
2340,20783,924,185,879,202
2341,19509,418,83,343,95
2342,19905,361,99,827,28
2343,16652,677,43,1157,7
2344,20972,1022,156,1036,154
2345,16268,1142,6,595,53
2346,17986,201,137,399,82
2347,15528,669,37,880,20
2348,19440,179,148,318,109
2349,23843,1174,106,1049,150
2350,18308,193,150,78,182
2351,21476,1258,93,1174,112
2352,16639,440,79,504,72
2353,23400,1333,75,1285,82
2354,19839,384,93,182,148
2355,19971,67,183,233,129
2356,16683,251,118,355,95
2357,22498,1161,117,1069,146
2358,16730,215,125,368,91
2359,21587,1084,134,1265,90
2360,18935,841,25,1645,1
2361,18405,271,130,302,110
2362,23072,1090,136,1247,92
2363,22654,1479,34,1392,60
2364,22171,1247,95,1523,25
2365,20443,2160,4,2124,5
2366,15429,948,17,1207,4
2367,20942,1196,109,1229,100
2368,19367,306,112,102,181
2369,18027,283,123,581,55
2370,18088,106,173,179,153
2371,16249,304,111,81,174
2372,16728,86,167,332,97
2373,22731,1256,93,918,183
2374,14654,276,112,27,190
2375,22103,1485,32,1485,32
2376,18266,712,38,974,17
2377,14698,105,166,87,174
2378,17320,1174,9,1564,2
2379,18575,713,36,558,61
2380,18451,192,151,149,159
2381,18472,296,115,412,83
2382,22149,1479,36,1265,93
2383,19452,861,23,435,77
2384,18606,252,138,363,93
2385,19533,143,157,1626,2
2386,20067,543,63,351,101
2387,19408,284,118,435,77
2388,14478,741,31,564,53
2389,18138,328,105,407,80
2390,14978,102,172,149,155
2391,19062,226,140,309,114
2392,20923,1106,135,1271,88
2393,23232,1566,19,1233,95
2394,22795,1039,154,1051,150
2395,16804,272,109,293,104
2396,21035,1276,87,1727,1
2397,23885,1789,3,1621,16
2398,15837,1080,9,657,35
2399,20501,1135,125,971,171
2400,15828,97,171,22,198
2401,21912,1083,135,1495,29
2402,14625,425,82,312,104
2403,19570,273,121,335,99
2404,18937,885,21,799,29
2405,23824,858,201,1062,144
2406,23847,1218,95,1044,152
2407,14421,1024,10,932,14
2408,19630,369,92,232,132
2409,14919,1048,11,1308,3
2410,14396,54,184,239,122
2411,23514,926,181,1140,120
2412,19813,701,43,966,19
2413,19516,318,109,491,70
2414,18689,1149,9,456,77
2415,18512,290,117,127,170
2416,18349,950,19,467,77
2417,17833,328,103,695,41
2418,16464,120,162,160,150
2419,19087,374,93,222,143
2420,20610,1575,11,1272,89
2421,18002,106,173,95,176
2422,16974,650,35,936,18
2423,19833,761,36,1265,5
2424,19903,175,151,272,118
2425,21619,1719,3,1546,20
2426,17527,198,139,168,145
2427,23577,1509,32,1381,61
2428,19733,1157,10,223,136
2429,21017,1412,52,1210,106
2430,18457,603,48,312,108
2431,22503,884,194,850,205
2432,18706,319,107,292,123
2433,20341,493,66,714,37
2434,17101,356,91,513,61
2435,19176,100,179,235,129
2436,21019,1292,82,1191,110
2437,16328,385,91,159,151
2438,21455,914,187,1084,135
2439,23806,1131,127,950,177
2440,15286,331,103,302,114
2441,21486,1652,4,1388,60
2442,16303,699,35,282,118
2443,18231,723,36,301,111
2444,19121,55,193,119,172
2445,23029,1115,132,1290,82
2446,14764,222,138,494,67
2447,22496,1757,2,1570,17
2448,18065,395,85,1041,13
2449,16978,135,153,93,168
2450,23737,1173,107,1421,55
2451,19480,647,52,527,68
2452,16880,893,19,546,57
2453,23710,1365,67,1290,81
2454,21193,1601,9,1567,14
2455,15689,346,103,391,89
2456,15479,38,193,266,125
2457,15839,478,75,62,183
2458,22397,810,210,1460,40
2459,16208,473,75,617,48
2460,21235,1423,50,1335,72
2461,19489,630,56,83,182
2462,15184,301,111,287,117
2463,17654,382,85,462,75
2464,22585,1457,41,1078,141
2465,21702,1081,136,981,170
2466,18123,172,155,182,150
2467,22548,1397,59,1392,60
2468,17025,818,26,647,36
2469,15603,107,172,445,81
2470,22444,1481,33,1078,138
2471,14390,372,87,837,22
2472,17352,115,161,101,165
2473,16879,1242,3,881,20
2474,21490,1718,3,1362,64
2475,18799,222,144,340,105
2476,16560,217,130,16,199
2477,18645,275,129,559,60
2478,16349,800,25,987,15
2479,14413,195,133,332,103
2480,23234,1471,37,1084,136
2481,15584,107,172,718,33
2482,20701,1581,10,1499,24
2483,16003,442,84,506,67
2484,20552,1599,7,1532,21
2485,23586,1458,44,1766,4
2486,21743,1130,127,1340,68
2487,18657,302,117,434,80
2488,19103,306,116,128,166
2489,15293,357,98,433,80
2490,21868,1317,78,1163,119
2491,16865,1026,14,525,62
2492,20830,936,182,1222,101
2493,21098,1075,142,1302,79
2494,22094,1664,4,1773,1
2495,22056,1485,32,1567,18
2496,15177,470,69,707,32
2497,14287,725,36,90,172
2498,19010,1346,3,797,30
2499,17313,519,61,861,23
2500,17680,1145,11,206,129
2501,23635,1331,74,1147,118
2502,21824,1055,147,1168,116
2503,16968,645,38,305,104
2504,21124,1516,21,1286,83
2505,21816,1236,98,1450,44
2506,19059,270,124,342,99
2507,14963,867,20,792,27
2508,18195,1439,1,1040,13
2509,17323,860,24,510,63
2510,17669,154,145,341,96
2511,22272,1545,22,1346,70
2512,23894,911,186,1046,151
2513,15062,323,107,519,60
2514,22296,1018,159,919,184
2515,21250,1397,54,1368,61
2516,19190,617,50,569,60
2517,18733,815,30,842,27
2518,22873,1516,27,1359,69
2519,15123,1019,9,1288,3
2520,19191,718,36,737,35
2521,18364,580,60,623,49
2522,20189,120,163,316,107
2523,18113,1004,14,982,15
2524,14609,1144,5,775,29
2525,22088,1318,78,1328,74
2526,23273,985,165,1045,152
2527,15800,98,167,86,171
2528,16023,543,59,541,60
2529,14528,732,33,855,21
2530,23255,1243,93,1279,84
2531,22140,1612,12,1603,13
2532,16088,316,109,1022,13
2533,16512,246,127,584,54
2534,21308,1273,88,1158,118
2535,15676,428,84,273,121
2536,15477,202,140,38,193
2537,22219,1446,45,1275,88
2538,20425,543,57,1558,1
2539,19889,659,51,635,56
2540,23564,904,187,903,188
2541,23175,1361,66,1147,118
2542,23590,1543,26,1614,16
2543,19514,107,174,140,158
2544,16790,270,111,506,65
2545,18225,587,55,320,107
2546,18350,374,91,469,76
2547,21630,867,203,855,208
2548,15220,125,162,519,59
2549,19722,315,104,411,82
2550,20214,1046,16,1061,14
2551,18061,377,91,754,32
2552,16286,731,33,748,31
2553,22622,1569,19,1300,81
2554,17173,556,52,1201,9
2555,15671,384,92,108,164
2556,19913,366,94,438,79
2557,15723,422,85,460,74
2558,15556,126,163,127,163
2559,15511,1169,5,937,18
2560,20866,1220,102,973,170
2561,18704,1310,4,894,19
2562,22990,1342,72,1439,45
2563,22676,1499,31,1352,68
2564,20144,825,28,536,62
2565,15636,384,92,185,144
2566,21982,1602,15,1636,8
2567,18216,326,105,552,63
2568,19186,737,35,490,72
2569,17293,1374,5,340,99
2570,20477,1122,129,1120,130
2571,19685,223,136,503,71
2572,22534,1374,62,1147,124
2573,23630,1647,12,1346,70
2574,14951,354,96,720,33
2575,23242,1564,20,1228,97
2576,19279,392,88,467,74
2577,23377,1177,106,1451,45
2578,21358,1346,68,1433,45
2579,19801,1194,9,767,35
2580,20222,97,176,587,56
2581,19619,171,150,424,81
2582,21855,1631,7,1493,31
2583,23817,1381,62,1276,85
2584,14610,50,185,245,128
2585,17016,673,33,394,78
2586,22089,1439,46,1305,81
2587,22854,1205,104,1282,84
2588,14597,451,73,254,124
2589,19805,864,25,263,121
2590,23002,846,205,906,189
2591,21342,896,195,984,171
2592,23598,907,186,916,184
2593,22865,1264,91,1159,115
2594,23642,1167,111,1262,89
2595,23513,1176,106,1178,105
2596,18116,551,61,1419,1
2597,18038,238,132,845,26
2598,17659,323,99,517,68
2599,17492,609,54,626,51
2600,23030,1415,52,1283,83
2601,22945,1104,133,1075,140
2602,21458,1008,160,1009,159
2603,23664,1265,88,1159,114
2604,14637,428,81,378,91
2605,21540,1513,25,1481,33
2606,16779,272,109,365,93
2607,19045,227,140,85,182
2608,21805,1323,76,1436,47
2609,14790,761,30,329,103
2610,15561,427,86,332,102
2611,19867,404,87,842,27
2612,21512,1072,144,1049,150
2613,14955,1206,4,716,34
2614,19213,732,34,386,90
2615,17778,120,162,241,118
2616,16071,392,95,209,142
2617,17342,297,107,512,62
2618,22320,1353,67,1057,148
2619,18802,340,105,358,96
2620,21427,1496,29,1265,91
2621,18520,283,121,372,90
2622,18323,543,65,259,136
2623,17543,316,106,385,86
2624,22497,1609,12,1631,10
2625,15032,86,179,102,172
2626,18439,277,124,270,131
2627,23192,1454,40,1364,64
2628,21836,1441,45,1192,110
2629,16043,392,95,1158,5
2630,15253,1437,2,147,154
2631,22551,1462,38,1339,71
2632,18356,552,62,321,108
2633,18524,192,150,324,105
2634,17027,61,183,502,55
2635,23800,1076,140,1500,32
2636,14487,881,19,318,105
2637,18177,605,48,157,161
2638,20911,1258,93,1296,81
2639,17092,309,103,403,81
2640,14338,201,132,328,98
2641,23594,1131,127,1210,99
2642,17966,1142,10,1011,17
2643,22674,1457,41,1251,95
2644,16227,291,116,550,60
2645,19541,560,63,343,95
2646,20691,1376,61,1283,86
2647,21714,960,176,1137,126
2648,22054,1773,1,1378,60
2649,21097,923,184,886,202
2650,18898,777,33,1001,17
2651,19874,1088,13,769,34
2652,17632,907,22,370,90
2653,19698,683,46,1318,5
2654,17709,926,23,371,89
2655,22699,1600,15,1500,30
2656,20297,737,32,1145,9
2657,19458,431,80,1263,9
2658,23781,1053,147,1049,150
2659,17295,103,164,290,110
2660,21504,1394,57,1569,16
2661,18569,1184,8,605,49
2662,19883,1207,8,454,77
2663,15634,369,95,457,75
2664,19152,128,166,306,116
2665,20728,973,170,974,169
2666,22537,1648,6,1666,5
2667,18271,857,27,791,31
2668,20685,1014,159,1431,43
2669,18697,93,180,316,108
2670,15612,585,50,197,141
2671,22417,1432,49,1112,130
2672,18256,890,22,394,86
2673,22521,1178,106,964,173
2674,14565,952,15,719,34
2675,20692,1160,118,1121,128
2676,19292,260,126,628,52
2677,23475,904,187,916,184
2678,21650,1516,25,1094,131
2679,21708,1725,2,1475,36
2680,15396,757,28,1458,2
2681,19948,410,85,619,58
2682,21931,940,178,831,209
2683,16926,1242,3,1137,8
2684,16051,369,98,764,32
2685,16233,339,101,467,77
2686,17078,364,87,648,36
2687,19998,814,32,472,74
2688,20539,1280,87,1392,55
2689,22602,1479,34,1425,49
2690,17983,468,72,734,38
2691,15688,542,59,374,96
2692,17963,393,84,82,177
2693,20219,405,83,442,74
2694,21050,1113,130,1425,48
2695,17211,13,199,193,143
2696,17317,89,168,391,82
2697,21457,1165,115,1232,97
2698,14796,188,144,300,113
2699,18576,1066,11,148,165
2700,16309,603,51,518,69
2701,21443,888,199,867,204
2702,22758,1514,24,1686,4
2703,23293,1432,48,1672,9
2704,15179,1050,9,828,23
2705,15065,1234,4,1019,9
2706,18162,369,90,301,111
2707,15403,1141,6,13,201
2708,23071,1411,53,1160,113
2709,14502,1289,3,729,34
2710,20382,1298,3,884,23
2711,16042,840,25,577,53
2712,15358,80,175,133,158
2713,19727,950,18,722,37
2714,19802,1190,10,738,39
2715,17378,393,81,393,81
2716,14905,559,57,374,88
2717,17670,527,64,737,39
2718,19946,384,92,487,72
2719,23132,1520,27,1405,57
2720,21258,1582,11,1468,36
2721,16404,995,13,470,78
2722,19068,737,37,865,23
2723,23628,1140,120,926,181
2724,18450,565,58,305,109
2725,14991,285,117,331,102
2726,14716,389,92,502,64
2727,16567,16,199,416,86
2728,18337,710,40,623,49
2729,18158,289,118,476,71
2730,16496,183,141,149,155
2731,21092,923,184,886,202
2732,15759,453,76,430,84
2733,18462,330,103,207,147
2734,20733,1139,124,1071,144
2735,20868,1004,160,1171,116
2736,19251,1012,18,889,21
2737,16846,1299,2,682,38
2738,17928,22,198,546,62
2739,17234,1374,5,954,17
2740,21210,1433,43,1206,106
2741,19667,323,102,422,80
2742,21996,1422,50,1260,93
2743,23807,859,200,1072,142
2744,21274,1681,3,1516,21
2745,21881,1485,33,1536,22
2746,23584,1301,79,1313,75
2747,15826,294,113,160,150
2748,20467,904,194,932,183
2749,23302,1652,11,1471,37
2750,20170,777,35,493,69
2751,15673,274,121,466,74
2752,23006,1130,127,1326,76
2753,23167,907,187,862,199
2754,14818,1179,5,1359,3
2755,19692,242,130,323,102
2756,22847,952,177,1235,99
2757,17253,434,74,495,66
2758,22183,1489,30,1446,45
2759,22729,1413,53,1511,27
2760,18767,529,68,390,87
2761,21093,1071,147,1022,156
2762,18848,654,41,302,121
2763,21778,1077,137,938,179
2764,21914,1049,151,1392,56
2765,19318,681,45,472,72
2766,22572,1598,16,1259,91
2767,17291,1063,11,1001,14
2768,22284,1112,130,1055,149
2769,15578,127,163,87,177
2770,23261,1412,58,1750,4
2771,22886,1227,100,1276,87
2772,17827,695,41,374,88
2773,18583,228,145,316,110
2774,23390,1428,52,1117,132
2775,14862,224,139,331,102
2776,19736,616,56,1267,6
2777,17264,809,29,791,30
2778,17203,641,37,220,133
2779,22777,1542,22,1161,117
2780,15990,392,95,550,58
2781,19580,130,164,103,176
2782,22599,1043,152,1104,133
2783,19539,235,131,318,109
2784,16618,558,59,461,77
2785,21263,1453,39,964,174
2786,17751,390,81,345,94
2787,17647,8,204,635,50
2788,19797,413,83,1249,6
2789,16862,704,37,546,57
2790,15314,662,37,1044,8
2791,15783,264,124,500,67
2792,22706,1641,8,1639,9
2793,20128,552,60,185,146
2794,14659,274,114,867,20
2795,19111,395,89,451,77
2796,14364,1176,4,250,117
2797,15370,1000,14,439,80
