,index,home_team_total_fifa_points,home_team_fifa_rank,away_team_total_fifa_points,away_team_fifa_rank
8122,18749,851,24,1069,11
8123,17545,55,181,7,201
8124,21187,1484,29,1102,132
8125,17239,368,88,374,86
8126,21600,1235,98,1019,157
8127,16731,284,106,42,184
8128,18826,848,26,579,52
8129,23357,1087,137,1339,73
8130,22457,1114,129,1625,10
8131,23271,1137,125,1157,114
8132,21543,1401,55,1448,43
8133,16096,872,22,927,17
8134,23823,960,175,1203,103
8135,23432,1397,60,1512,30
8136,19599,318,103,530,68
8137,18925,1123,13,1140,11
8138,17204,458,67,556,48
8139,18861,588,50,1319,4
8140,22707,1648,6,1549,21
8141,17248,945,18,41,187
8142,22512,1514,24,1425,48
8143,17683,86,178,136,154
8144,14973,465,74,372,89
8145,19557,325,106,303,115
8146,23725,1500,32,1293,80
8147,17794,1183,8,382,85
8148,15559,19,200,247,130
8149,20982,1276,87,854,211
8150,14267,104,162,78,177
8151,22382,921,183,1344,70
8152,19933,510,69,714,43
8153,21721,1490,31,1435,47
8154,21337,1681,3,1516,21
8155,22502,933,180,829,207
8156,15801,83,173,55,181
8157,20427,750,34,1430,2
8158,23488,1325,74,1353,69
8159,18274,668,41,328,104
8160,19201,746,34,490,72
8161,20026,470,74,215,138
8162,19902,641,53,646,52
8163,21117,1467,36,1369,61
8164,17228,389,84,288,111
8165,23237,1146,119,1437,46
8166,17655,345,94,219,123
8167,21689,905,190,999,161
8168,21095,1181,113,908,190
8169,23395,1417,56,1516,29
8170,16704,450,75,400,84
8171,19658,737,35,98,178
8172,23307,1546,21,1416,55
8173,22359,968,171,917,186
8174,17787,989,19,371,89
8175,19544,681,48,1511,3
8176,20051,93,178,138,156
8177,19571,120,167,329,103
8178,16588,192,137,391,87
8179,20339,346,98,97,173
8180,17305,1059,13,1184,8
8181,16713,226,122,143,147
8182,23783,1262,89,903,188
8183,22007,1202,104,1267,91
8184,20365,1182,8,1134,9
8185,17058,135,153,59,184
8186,14933,805,24,1131,7
8187,21774,1077,137,938,179
8188,18847,513,67,295,124
8189,20011,144,154,117,164
8190,16338,499,70,689,38
8191,16262,422,85,1165,5
8192,19507,665,50,1119,13
8193,18914,298,122,380,89
8194,21800,1632,6,1086,132
8195,18770,802,31,1328,3
8196,18820,212,147,99,180
8197,22201,1661,5,1752,2
8198,21598,1603,12,1226,100
8199,18972,74,186,152,162
8200,22964,1166,112,1661,8
8201,23827,1653,11,1621,16
8202,20562,1012,159,1274,89
8203,15457,370,95,441,78
8204,22826,1251,94,1268,90
8205,22982,1744,5,1096,134
8206,14450,723,35,824,24
8207,22035,824,209,926,180
8208,16542,767,29,983,15
8209,21960,1059,147,1304,81
8210,20874,984,167,1224,100
8211,16241,138,158,176,145
8212,20260,444,70,656,44
8213,21491,1467,37,1082,136
8214,16293,572,58,7,205
8215,19406,331,100,472,73
8216,20981,1265,92,1369,63
8217,17803,121,162,374,88
8218,14641,170,146,774,29
8219,18976,748,35,565,59
8220,21415,1061,148,1075,137
8221,20696,1181,112,1092,138
8222,16084,927,17,1096,8
8223,22240,1065,145,1071,142
8224,21275,1515,22,1105,131
8225,19015,323,108,312,116
8226,15943,702,36,439,85
8227,19344,120,172,232,132
8228,15983,345,101,538,57
8229,17135,339,98,925,20
8230,20262,272,118,386,86
8231,19407,837,28,343,95
8232,22520,1330,73,1040,153
8233,22817,1555,20,1432,45
8234,15743,867,20,594,44
8235,17656,136,154,68,184
8236,16223,629,46,639,44
8237,18994,64,189,75,185
8238,23719,1406,57,1388,59
8239,19425,838,27,478,71
8240,17758,438,77,149,148
8241,20505,1236,98,1320,75
8242,17739,1434,4,497,72
8243,17674,173,139,784,35
8244,16080,438,85,349,102
8245,15662,497,69,581,52
8246,21453,1214,103,1277,87
8247,22063,1378,60,1418,52
8248,16806,967,15,712,38
8249,19821,1035,17,328,103
8250,22070,1381,59,1389,57
8251,17081,133,154,13,199
8252,19757,532,68,1249,7
8253,23421,1434,51,1306,79
8254,19872,789,32,327,103
8255,22026,1356,66,1089,131
8256,20629,1398,54,1339,70
8257,18387,269,132,112,175
8258,18386,505,67,192,150
8259,16403,799,26,538,65
8260,21591,1055,150,1299,81
8261,19774,292,110,254,125
8262,14308,940,13,358,90
8263,18264,581,59,258,130
8264,15156,119,164,239,132
8265,16112,723,35,1008,13
8266,15052,74,183,86,179
8267,18542,1069,10,600,50
8268,18126,1195,8,5,205
8269,15749,1150,6,945,18
8270,21288,1404,51,1158,118
8271,20226,405,83,825,28
8272,19798,388,92,629,58
8273,19349,291,119,1042,16
8274,18114,286,120,5,203
8275,15337,447,74,311,109
8276,18354,337,103,710,40
8277,19677,358,94,815,30
8278,17070,410,74,375,84
8279,22775,1511,27,1600,15
8280,21529,953,178,1425,52
8281,14857,780,27,602,48
8282,19873,887,24,977,18
8283,19197,534,65,334,102
8284,16057,1614,1,659,41
8285,20843,1669,3,1408,51
8286,22493,1276,89,1168,110
8287,14769,373,94,476,69
8288,15425,409,87,501,65
8289,17908,17,199,24,196
8290,20544,1304,79,1288,84
8291,16680,127,159,315,104
8292,21468,1496,29,1205,106
8293,16329,370,95,132,162
8294,20073,396,89,997,18
8295,23604,1755,5,1439,51
8296,18366,268,130,245,140
8297,22041,1188,108,1093,131
8298,23495,1161,111,1035,153
8299,17233,360,93,478,70
8300,16253,481,73,227,135
8301,15752,542,59,781,28
8302,20797,1067,146,1501,25
8303,23849,961,174,1261,90
8304,19952,360,97,698,46
8305,21803,1367,65,1080,136
8306,14791,188,144,300,113
8307,20757,1473,33,1472,34
8308,22730,1742,3,1600,15
8309,18506,902,22,384,87
8310,19852,486,71,646,52
8311,16090,618,47,369,98
8312,19477,327,104,882,21
8313,18396,376,88,593,51
8314,16539,1135,8,1178,4
8315,23698,1827,2,1658,10
8316,16044,1123,7,791,30
8317,16971,261,118,380,81
8318,16005,115,170,1158,5
8319,20077,737,40,353,99
8320,17213,13,199,25,193
8321,23068,1456,40,1368,66
8322,15827,18,201,153,152
8323,17064,348,92,522,52
8324,20863,973,170,937,181
8325,20025,220,135,31,196
8326,19932,305,107,409,86
8327,19385,45,196,140,160
8328,17195,312,101,277,115
8329,23079,858,203,950,178
8330,23117,1174,110,1434,48
8331,20944,1436,41,1251,95
8332,23602,1620,15,1345,71
8333,22082,1539,24,1602,14
8334,17403,733,35,705,39
8335,16192,537,65,633,45
8336,17984,756,36,1038,13
8337,17091,81,172,591,43
8338,15704,570,53,828,22
8339,17363,567,51,861,24
8340,17377,249,122,323,102
8341,21604,999,161,905,190
8342,18466,5,201,164,156
8343,16648,571,55,199,131
8344,19520,179,148,306,114
8345,15916,128,164,160,150
8346,16150,94,172,496,74
8347,14635,812,25,541,59
8348,18717,1503,1,419,82
8349,23004,906,189,1181,107
8350,23209,1639,13,1672,9
8351,17526,8,201,841,30
8352,16149,133,161,558,59
8353,19325,219,137,177,151
8354,20952,1309,79,1436,41
8355,21452,999,162,1073,142
8356,16421,225,134,652,45
8357,20394,1558,1,989,15
8358,18881,813,29,322,117
8359,17978,599,53,326,101
8360,18908,848,26,510,68
8361,21401,1174,112,1019,157
8362,23663,1035,154,1053,147
8363,20491,952,177,1036,153
8364,18243,762,32,273,125
8365,16378,1180,5,967,16
8366,20100,708,44,706,45
8367,18236,80,180,573,60
8368,16118,522,69,581,55
8369,15258,375,94,1001,11
8370,17712,807,29,4,207
8371,23631,1464,42,1643,13
8372,23647,1174,106,1259,91
8373,19042,165,156,93,179
8374,16839,967,15,613,47
8375,17480,324,102,55,181
8376,20066,52,189,476,73
8377,22855,1172,107,1255,93
8378,14320,646,40,130,154
8379,14780,781,27,996,12
8380,20090,389,89,651,51
8381,19818,977,18,404,87
8382,23328,1431,51,1335,75
8383,19036,80,183,99,176
8384,20729,937,181,1220,102
8385,17707,389,82,1377,6
8386,22448,1558,20,1040,153
8387,18577,792,31,464,77
8388,15008,753,30,363,92
8389,21642,1237,97,1064,145
8390,17850,599,54,240,124
8391,22851,972,168,1180,105
8392,23524,1336,73,899,191
8393,17417,67,176,654,43
8394,19210,889,21,1403,4
8395,21485,1149,120,1448,43
8396,20949,1317,76,1481,29
8397,20234,331,103,449,73
8398,16989,924,19,94,167
8399,16753,324,99,455,75
8400,23050,1498,30,1156,119
8401,16815,367,92,233,120
8402,18727,292,123,238,142
8403,16163,232,134,381,95
8404,17854,17,198,12,200
8405,14762,146,151,458,71
8406,16374,1262,2,732,34
8407,20303,714,37,1012,14
8408,17768,151,146,495,73
8409,23018,1371,63,1438,44
8410,19653,271,116,635,54
8411,17167,332,99,637,38
8412,23726,1122,131,1387,60
8413,18533,925,18,738,34
8414,23544,1411,57,1382,60
8415,23213,1668,10,1148,116
8416,23233,1832,1,1184,105
8417,18991,376,92,533,64
8418,16235,518,69,829,24
8419,20651,1430,44,1283,86
8420,15805,55,181,39,189
8421,20483,1260,92,1230,99
8422,17231,1564,2,1001,14
8423,19680,535,66,398,83
8424,22792,1397,58,1321,78
8425,17590,192,141,141,152
8426,18690,1503,1,571,56
8427,16478,824,26,632,47
8428,18615,317,108,278,128
8429,18355,584,58,398,86
8430,14657,787,27,719,34
8431,15486,495,67,520,62
8432,15632,269,124,172,147
8433,17790,390,81,59,187
8434,14877,95,174,131,160
8435,21084,1122,128,1074,143
8436,19383,140,160,45,196
8437,22703,1686,4,1441,44
8438,15551,159,152,183,143
8439,23372,1127,129,1138,121
8440,19512,681,48,1715,1
8441,23075,1310,79,1149,121
8442,19016,99,176,146,165
8443,14922,798,26,557,58
8444,21080,1539,18,937,181
8445,22974,1467,38,1235,99
8446,20913,1251,95,1295,82
8447,22371,1456,42,1780,1
8448,22423,1496,29,1313,76
8449,14361,841,21,942,12
8450,21704,1377,62,1662,4
8451,14729,537,59,911,16
8452,15287,623,42,400,88
8453,17115,401,82,1242,7
8454,18085,926,19,713,38
8455,19920,210,142,251,125
8456,23882,1203,103,960,175
8457,19446,681,48,635,53
8458,15350,996,12,1120,7
8459,22414,1134,125,1280,86
8460,23492,1486,37,1549,23
8461,18393,705,40,741,38
8462,14882,113,166,135,156
8463,21520,1188,109,1625,7
8464,16851,1174,5,799,25
8465,15443,548,58,776,25
8466,22408,1057,148,1263,92
8467,23596,1139,121,1100,135
8468,19838,486,70,665,47
8469,22160,1061,146,1110,128
8470,22617,1201,103,1091,135
8471,15981,344,102,391,97
8472,17080,135,153,134,155
8473,23343,1431,51,1508,32
8474,18688,941,16,630,46
8475,21755,987,167,1231,99
8476,19927,539,67,720,41
8477,14997,448,77,295,112
8478,18084,874,24,1223,6
8479,23065,1160,114,1504,29
8480,18200,881,24,1388,2
8481,17494,1770,1,549,65
8482,16627,229,124,439,81
8483,23563,1138,123,1268,87
8484,21959,1398,55,1072,144
8485,19877,1265,5,486,70
8486,20242,536,62,375,93
8487,18860,109,176,583,51
8488,22304,1487,32,1609,14
8489,17111,277,115,312,101
8490,21994,1451,44,1507,26
8491,16264,369,97,838,23
8492,23080,1493,33,1186,105
8493,21857,1367,65,1063,143
8494,17157,662,32,81,172
8495,16152,601,51,458,82
8496,16491,1036,14,850,25
8497,18330,86,179,41,196
8498,21223,907,193,917,186
8499,20584,1016,158,1410,49
8500,22259,1446,45,1466,37
8501,14419,274,117,406,85
8502,18007,117,170,246,130
8503,14589,288,109,424,83
8504,17164,645,34,1455,4
8505,14708,6,198,77,178
8506,19556,341,97,56,194
8507,22440,1478,34,1461,39
8508,23036,1181,107,846,205
8509,18588,347,97,316,110
8510,14534,274,117,359,97
8511,19851,255,125,277,116
8512,20474,1406,53,1280,87
8513,17337,533,58,989,15
8514,15104,1234,4,1288,3
8515,19807,43,191,266,120
8516,18292,245,134,350,97
8517,14272,837,22,245,120
8518,15677,776,30,606,45
8519,20756,1523,21,1420,48
8520,15604,610,44,313,112
8521,14939,778,29,595,48
8522,14382,364,88,612,45
8523,19561,56,194,325,106
8524,15454,924,19,441,78
8525,15319,401,87,778,25
8526,16209,307,109,979,16
8527,17485,57,180,73,173
8528,14833,966,15,516,65
8529,18146,326,107,486,71
8530,16994,1068,14,1506,3
8531,15857,623,41,828,22
8532,17432,260,118,522,64
8533,15997,1034,12,723,36
8534,16849,474,69,318,106
8535,20573,957,175,1306,78
8536,19295,1094,15,622,54
8537,22350,1144,120,906,190
8538,15407,706,33,722,30
8539,20912,1414,50,1120,127
8540,14989,292,113,547,60
8541,16095,550,58,338,104
8542,20927,1120,127,1251,95
8543,16271,171,149,81,175
8544,23855,1535,27,1245,92
8545,19160,802,29,650,43
8546,14645,654,39,599,47
8547,22513,1629,11,1423,50
8548,18432,233,142,917,21
8549,23560,995,163,958,175
8550,15949,391,97,333,103
8551,17266,715,33,257,121
8552,19806,399,88,400,88
8553,22524,1641,8,1569,19
8554,21179,1467,36,1074,143
8555,19166,134,164,122,167
8556,19655,398,83,676,48
8557,22806,1039,154,1161,117
8558,18205,290,118,678,39
8559,17065,140,152,117,161
8560,16333,369,97,537,65
8561,16021,244,127,327,106
8562,23221,1179,107,1112,132
8563,18455,789,31,615,46
8564,18391,119,173,370,92
8565,16382,946,17,766,27
8566,20581,1182,112,1140,123
8567,17467,260,118,713,37
8568,18867,375,91,380,88
8569,14814,1089,10,988,13
8570,17473,343,99,15,197
8571,19135,419,84,385,91
8572,17376,454,74,320,103
8573,14731,439,79,264,121
8574,20301,785,29,968,19
8575,19449,858,24,629,58
8576,14258,311,103,340,95
8577,16469,501,70,1164,6
8578,18415,844,27,442,79
8579,16068,244,127,543,59
8580,14842,881,21,746,32
8581,23469,955,176,870,196
8582,20699,1313,76,1322,74
8583,14779,258,125,573,56
8584,15309,404,86,1617,1
8585,19270,221,136,148,159
8586,14886,571,54,550,59
8587,23325,1233,94,1508,32
8588,18968,983,17,636,46
8589,21731,1029,156,1094,131
8590,21321,1335,72,1429,47
8591,20059,282,115,437,79
8592,15558,280,122,337,101
8593,22318,1187,104,1303,81
8594,16142,252,127,325,102
8595,23891,1059,146,1259,91
8596,18584,279,126,490,72
8597,18119,285,121,100,175
8598,16883,330,103,418,80
8599,18786,924,17,1310,4
8600,19208,140,163,1040,17
8601,20495,1384,58,1256,93
8602,22425,1015,160,844,207
8603,22436,1370,63,1450,44
8604,15245,486,66,845,21
8605,23168,1503,31,1065,142
8606,17611,183,142,139,156
8607,21175,1399,54,1302,79
8608,18011,347,99,567,58
8609,17297,207,136,133,156
8610,22179,1376,62,1175,114
8611,19796,1325,4,1102,12
8612,19828,1183,11,551,66
8613,14743,888,18,264,120
8614,15385,901,20,948,17
8615,20321,298,109,425,74
8616,20835,1435,40,1267,91
8617,14960,597,47,961,14
8618,16326,538,64,972,17
8619,18424,340,99,375,89
8620,17519,307,108,346,98
8621,18388,498,72,1215,8
8622,23658,1544,26,1588,18
8623,23172,1297,82,1189,104
8624,23296,1414,56,1527,26
8625,19491,335,99,325,106
8626,15325,257,129,326,106
8627,16867,1484,1,981,15
8628,21944,1070,141,1008,159
8629,22942,1277,86,1373,65
8630,17160,855,24,286,112
8631,22780,1280,87,1039,154
8632,18632,477,74,622,48
8633,23890,1503,31,1206,101
8634,18100,703,39,581,55
8635,14776,458,71,778,26
8636,21266,1342,69,1397,54
8637,15618,317,110,313,112
8638,16401,1514,1,458,80
8639,23044,963,171,1370,64
8640,14444,924,15,208,130
8641,22900,1522,25,1761,3
8642,19366,900,21,1094,15
8643,16556,23,196,147,157
8644,15638,428,84,246,134
8645,19790,116,171,199,141
8646,16870,809,23,626,46
8647,20984,1159,117,1446,40
8648,19321,414,85,356,94
8649,23729,950,177,995,163
8650,20821,1109,133,1310,76
8651,22017,1082,135,1181,110
8652,15593,552,57,446,79
8653,23527,1786,3,1439,51
8654,22980,1427,48,1606,17
8655,22983,1567,19,1170,110
8656,22250,1533,24,1636,8
8657,17020,616,42,371,86
8658,23201,905,188,1509,30
8659,16103,64,178,406,91
8660,16028,497,70,651,42
8661,22155,1188,108,1215,101
8662,19169,206,146,121,171
8663,22356,1265,90,1558,20
8664,21532,1622,8,1505,26
8665,20886,1229,100,1196,109
8666,16317,149,153,176,145
8667,18397,655,41,336,100
8668,20423,617,48,1241,5
8669,18320,771,35,368,93
8670,15069,257,127,343,98
8671,18401,999,14,1373,3
8672,19593,751,35,652,52
8673,19369,626,53,818,30
8674,22909,1467,38,1594,18
8675,18712,941,16,456,77
8676,15822,227,132,506,65
8677,23530,958,174,1139,121
8678,22395,1360,66,1670,4
8679,19031,621,49,445,78
8680,23479,935,180,1135,125
8681,16740,72,173,87,165
8682,22804,1017,160,1397,58
8683,15001,562,56,329,103
8684,14388,940,13,753,31
8685,22340,1466,37,1362,65
8686,19939,472,74,814,32
8687,23763,1267,87,1130,128
8688,16098,785,31,913,19
8689,22085,1191,107,1076,137
8690,15928,573,55,849,21
8691,15712,514,66,374,96
8692,22907,1371,66,952,177
8693,15607,281,121,552,57
8694,20069,328,102,282,115
8695,21259,1557,18,1314,78
8696,15088,329,105,519,60
8697,16681,594,52,733,37
8698,15682,259,127,609,42
8699,21009,1560,14,1501,25
8700,18797,539,61,106,177
8701,15898,633,39,329,105
8702,21795,1433,49,1195,108
8703,22310,947,178,1143,121
8704,15406,1013,12,1259,3
8705,23798,1504,30,1173,108
8706,14509,576,50,334,102
8707,16855,343,98,228,126
8708,16931,1242,3,1299,2
8709,19985,1631,1,1226,7
8710,16836,546,58,365,93
8711,15009,420,81,476,72
8712,15869,732,33,576,53
8713,16797,750,33,794,25
8714,14860,950,16,1080,11
8715,22135,1324,75,1623,9
8716,21388,1019,157,1174,112
8717,17998,217,136,338,101
8718,14519,137,154,677,38
8719,18842,269,130,85,183
8720,20192,643,49,211,139
8721,18519,499,70,550,61
8722,23266,1374,63,1038,153
8723,23616,1444,49,1091,137
8724,17364,230,128,182,144
8725,19196,692,38,316,108
8726,17930,1011,17,653,45
8727,22283,1244,95,1283,85
8728,19184,261,124,451,78
8729,17288,869,22,815,28
8730,19748,1318,5,307,105
8731,20193,100,173,611,51
8732,21505,1403,54,922,182
8733,23645,1167,111,1117,134
8734,23370,1339,73,1397,60
8735,19531,374,88,703,43
8736,22525,1511,27,1600,15
8737,15458,664,38,680,37
8738,18644,630,46,456,77
8739,19628,476,74,195,143
8740,20916,1309,79,1240,97
8741,16170,52,182,304,114
8742,15976,175,151,198,144
8743,16551,495,71,158,151
8744,18353,623,49,539,66
8745,20812,969,171,1287,84
8746,18709,1383,2,982,12
8747,16151,879,20,419,87
8748,17533,126,157,92,167
8749,21301,1429,47,1365,62
8750,20126,148,153,145,155
8751,22672,1135,125,1038,155
8752,19569,303,115,56,194
8753,21701,1442,43,1320,76
8754,17623,552,60,832,26
8755,14854,308,108,573,56
8756,16801,578,52,365,93
8757,16644,243,121,106,165
8758,17175,193,143,25,193
8759,19050,119,172,55,193
8760,19855,815,30,377,95
8761,18840,570,54,154,163
8762,23399,1324,77,1207,100
8763,15735,787,26,486,70
8764,20524,964,172,1351,66
8765,18978,584,54,587,53
8766,23383,1512,30,1190,103
8767,14424,358,97,441,77
8768,21324,1273,88,1404,51
8769,18022,1041,13,533,64
8770,18885,350,100,243,137
8771,21576,1106,129,956,175
8772,17052,924,19,184,140
8773,16536,136,160,313,105
8774,23073,1555,20,1185,106
8775,18275,941,18,717,37
8776,14700,173,145,304,112
8777,22822,1156,117,1147,121
8778,16597,291,110,314,105
8779,23489,1522,29,1572,21
8780,20946,1309,79,1264,91
8781,17786,546,61,497,72
8782,15117,519,60,283,119
8783,17104,388,85,497,64
8784,21387,1295,82,1127,128
8785,17687,117,164,127,159
8786,20245,225,134,103,171
8787,20504,1560,16,1627,5
8788,22928,1439,45,907,189
8789,17440,588,51,268,114
8790,17201,878,22,429,73
8791,14974,153,153,171,148
8792,22409,968,171,917,186
8793,19399,632,53,791,32
8794,17235,480,68,369,88
8795,20408,1430,2,884,23
8796,16056,338,104,308,114
8797,17653,251,117,582,59
8798,17350,391,83,368,88
8799,21535,1394,57,1496,29
8800,18390,350,96,161,158
8801,15710,371,97,355,101
8802,22867,1744,5,1334,75
8803,18980,828,27,885,21
8804,23464,1561,20,1451,45
8805,23246,1234,94,1430,51
8806,19683,411,82,384,86
8807,23665,1633,15,1551,24
8808,20714,1205,106,1086,141
8809,23866,1709,7,1500,33
8810,15371,4,203,38,193
8811,22253,1424,51,1612,12
8812,15814,18,201,22,198
8813,15334,610,47,364,97
8814,21618,1466,38,1395,55
8815,21932,1715,3,1466,39
8816,15427,465,72,1139,7
8817,21090,908,190,1166,117
8818,18546,824,26,464,77
8819,14821,435,81,451,78
8820,18626,842,27,19,200
8821,23579,1489,36,1446,48
8822,22625,1666,5,1283,85
8823,22897,1429,47,1166,112
8824,17793,214,127,503,71
8825,18729,1310,4,842,27
8826,19565,287,117,188,141
8827,21014,1505,24,1209,107
8828,14555,757,31,632,40
8829,21251,1501,25,1092,134
8830,23267,1542,23,1449,43
8831,23338,1431,51,1350,70
8832,22954,1255,93,1545,21
8833,19992,93,176,272,116
8834,22576,1034,158,880,195
8835,23801,1293,80,1145,120
8836,21100,1484,29,1378,59
8837,16962,413,73,527,51
8838,23738,857,203,1381,62
8839,17615,156,150,96,176
8840,22246,1351,67,1438,48
8841,22678,1364,65,1280,86
8842,23386,928,181,1285,82
8843,23353,1190,103,1262,89
8844,23614,1455,45,1242,92
8845,17192,429,73,529,58
8846,22361,1562,18,1632,9
8847,14488,554,56,495,65
8848,23751,873,195,812,209
8849,15973,838,24,441,84
8850,17187,435,70,714,29
8851,19117,463,75,204,147
8852,21632,1340,68,890,195
8853,19700,307,105,642,52
8854,16546,850,25,1036,14
8855,22060,1645,6,1579,17
8856,17047,1218,9,915,20
8857,16313,228,135,135,160
8858,23462,1437,50,1451,45
8859,18021,365,92,405,81
8860,23795,1449,47,1535,27
8861,18106,195,146,76,182
8862,20931,1436,41,1322,74
8863,16114,301,116,59,179
8864,14632,447,75,578,54
8865,17274,292,109,533,58
8866,21953,1094,131,1129,127
8867,19005,468,75,916,19
8868,23411,1274,84,980,167
8869,18916,214,144,302,118
8870,15523,427,86,810,24
8871,22202,1558,19,1634,9
8872,19023,323,110,283,126
8873,16947,286,106,256,114
8874,21674,912,187,1327,72
8875,20139,68,185,405,83
8876,18967,797,30,17,201
8877,20933,1405,53,1317,76
8878,14412,123,156,105,166
8879,16312,94,170,213,139
8880,19844,635,56,429,79
8881,22554,1512,26,1376,61
8882,18841,545,58,366,93
8883,19423,801,33,560,63
8884,19188,182,150,489,73
8885,18622,1077,10,958,14
8886,15602,405,92,552,57
8887,22946,1238,96,1455,42
8888,21112,1075,142,1060,148
8889,19257,538,65,292,118
8890,16693,550,64,1124,9
8891,18046,196,145,179,153
8892,17369,182,144,136,155
8893,22581,1514,24,1240,97
8894,18818,1330,3,620,46
8895,23593,1374,65,1269,86
8896,16104,913,19,214,138
8897,15449,262,128,447,76
8898,18437,1233,7,499,70
8899,20048,282,114,563,59
8900,15945,735,35,94,175
8901,21884,963,175,1460,40
8902,18496,809,29,857,26
8903,16548,241,129,327,102
8904,19723,794,31,678,47
8905,17299,393,81,391,83
8906,16949,79,174,28,189
8907,15063,491,70,942,16
8908,17267,512,62,631,42
8909,22998,1714,6,1285,82
8910,17907,528,66,393,83
8911,17628,298,108,341,97
8912,19983,1115,12,1618,2
8913,17488,88,170,71,175
8914,22663,1686,4,1605,14
8915,23123,1311,78,1244,95
8916,22953,1079,137,1171,108
8917,18833,338,110,218,145
8918,16211,1099,7,1165,5
8919,21213,1327,74,1155,120
8920,15700,514,66,412,87
8921,23863,950,177,1131,127
8922,23184,1222,98,1517,28
8923,18082,34,196,662,46
8924,16901,903,18,881,20
8925,20107,651,51,199,142
8926,20760,1483,28,1490,27
8927,15218,300,112,399,88
8928,23580,1572,21,1228,95
8929,22989,1273,88,907,189
8930,20162,1360,3,686,44
8931,21522,1550,20,1498,27
8932,19496,322,108,737,37
8933,15249,480,67,276,122
8934,18133,639,48,636,49
8935,19418,819,31,684,47
8936,15335,623,42,615,45
8937,21975,1011,162,1331,73
8938,20485,1599,7,1643,4
8939,19263,300,114,356,94
8940,19018,310,117,99,176
8941,15628,255,128,247,130
8942,17456,125,158,221,129
8943,19299,331,106,531,66
8944,18478,1095,10,942,20
8945,16259,650,42,959,19
8946,19097,416,85,359,95
8947,22117,1439,46,1396,55
8948,15616,159,152,126,163
8949,22727,1609,12,1468,37
8950,15435,837,22,565,55
8951,17039,623,40,723,29
8952,16724,227,122,88,165
8953,19008,762,33,252,133
8954,22739,1783,1,1666,5
8955,16444,766,27,236,129
8956,21315,1198,108,1433,45
8957,19342,353,97,1644,1
8958,16568,217,130,229,127
8959,14851,138,156,152,150
8960,22793,1361,67,1017,160
8961,17821,1056,14,523,65
8962,15637,369,95,275,119
8963,20120,211,139,77,184
8964,18428,516,64,576,55
8965,18789,95,180,174,158
8966,15961,634,44,560,55
8967,15132,572,52,1144,6
8968,21313,1192,109,1424,49
8969,22924,1359,69,1474,37
8970,15130,140,159,153,153
8971,16156,865,22,381,94
8972,22958,1474,36,1237,98
8973,23520,1446,48,1489,36
8974,21354,896,195,868,202
8975,20502,1376,60,1400,54
8976,14498,141,152,595,48
8977,21119,1506,24,1391,56
8978,20351,1345,3,635,46
8979,23090,1279,86,1129,128
8980,20579,1392,55,1471,32
8981,20654,1225,100,891,198
8982,22975,1462,41,952,177
8983,16564,66,175,128,161
8984,21218,1253,95,1224,99
8985,21495,1342,68,975,172
8986,20098,201,141,651,51
8987,19830,827,28,618,60
8988,18521,263,135,743,36
8989,18675,191,154,43,194
8990,23437,1462,40,1648,11
8991,20146,714,40,700,41
8992,22828,1403,56,1567,19
8993,14552,578,54,472,68
8994,18220,198,145,44,195
8995,17103,341,97,116,158
8996,16075,401,93,406,91
8997,19549,343,95,1266,8
8998,17071,394,78,263,115
8999,16909,731,33,1148,6
9000,15574,45,192,280,122
9001,21866,1094,131,940,178
9002,19848,423,80,663,49
9003,17873,1268,2,810,30
9004,20702,997,164,1076,143
9005,22203,1607,14,1539,23
9006,14305,524,62,807,25
9007,21976,959,175,1579,17
9008,22191,1292,84,1314,79
9009,20141,264,122,110,168
9010,22279,1311,78,1495,30
9011,15501,580,52,1178,4
9012,14661,432,79,346,97
9013,21882,1367,65,1726,2
9014,22067,1452,44,1486,31
9015,15513,317,110,269,124
9016,22105,1390,56,1378,60
9017,21449,988,170,1074,139
9018,18642,158,162,479,73
9019,17917,191,142,671,42
9020,14343,242,121,423,78
9021,14801,404,90,415,85
9022,19456,835,29,726,40
9023,16760,419,81,759,30
9024,16398,1028,11,522,69
9025,15405,573,54,447,76
9026,17421,594,50,548,57
9027,19022,487,70,17,201
9028,22298,1662,5,1180,108
9029,19550,560,63,1049,17
9030,14342,309,104,601,47
9031,20050,336,102,53,187
9032,21318,1207,105,1515,22
9033,21859,1278,89,1544,21
9034,16768,324,99,271,110
9035,22716,1631,10,1462,38
9036,18653,566,57,918,18
9037,17664,345,94,214,127
9038,21215,1078,141,1128,125
9039,23494,996,162,990,165
9040,16274,279,119,320,106
9041,19991,80,180,264,120
9042,18941,224,141,301,118
9043,17853,223,130,386,85
9044,23531,1455,45,1455,46
9045,22722,1441,44,1605,14
9046,14906,465,74,513,65
9047,22930,1483,33,1617,15
9048,17179,490,65,836,26
9049,17804,238,119,44,190
9050,14987,1131,7,603,44
9051,21733,1463,39,1272,88
9052,18190,385,88,490,68
9053,19715,351,95,614,57
9054,19034,102,173,99,176
9055,21616,1752,1,835,210
9056,15267,587,51,583,52
9057,15519,482,72,479,73
9058,21508,954,176,954,176
9059,23126,1515,28,1158,117
9060,23173,1111,133,1412,57
9061,17126,556,52,645,34
9062,15120,362,94,422,83
9063,19238,726,35,610,54
9064,20076,312,107,531,66
9065,23367,1512,30,1427,53
9066,21469,1548,22,1604,12
9067,16362,629,46,660,41
